"ESTC_Number","Author","Author_dates","Title","Edition","Publication_City","Imprint","Imprint_Date","Regularized_Year","Pagination","Illustrations","Format"
"T34856","Popple, William,","1701-1764.","The double deceit: or, a cure for jealousy. A comedy. As it is acted at the Theatre-Royal, in Covent-Garden. By William Popple, Esq;","","London :","printed for T. Woodward; and J. Walthoe: and sold by T. Cooper,",1736.,1736,"vi,[4],88,[2]p. ;","","8⁰."
"T35257","Frowde, Philip,","d. 1738.","The fall of Saguntum.","","London :","printed for J. Crokatt, and T. Wood; and sold by J. Roberts,",1727.,1727,"72p. ;","","8⁰."
"T35619","Rolli, Paolo,","1687-1765.","Il floridante.","","London :","printed for T. Wood in Little-Britain, and are to be sold at the King's Theatre in the Hay-Market,","MDCCXXXIII. [1733]",1733,"24,41-48,33-45,[1]p. ;","","8⁰."
"T36305","Desmaizeaux, Pierre,","1673?-1745.","An historical and critical account of the life and writings of Wm. Chillingworth,","","London :","printed for T. Woodward at the Half Moon in Fleetstreet, and J. Peele at Locke's Head in Pater-Noster Row,","M.DCC.XXV. [1725]",1725,"[12],372,[20]p. ;","","8⁰."
"T38643","Griffin, Benjamin,","1680-1740.","Love in a sack.","","London :","printed for W. Mears at the Lamb, and J. Brown at the Black Swan, both without Temple-Bar; and T. Woodward near the Inner-Temple Gate, Fleetstreet,",1715.,1715,"62p. :","ill. ;","12⁰."
"T38763","Zeno, Apostolo,","1668-1750.","Lucio Papirio dittatore.","","London :","printed for T. Wood in Little-Britain, and are to be sold at the King's Theatre in the Hay-Market,","MDCCXXXII. [1732]",1732,"[2],61,[1]p. ;","","8⁰."
"T38942","La Fosse d'Aubigny,","ca. 1653-1708?.","Manlius Capitolinus.","","London :","printed for W. Mears at the Lamb, and J. Brown at the Black-Swan without Temple-Bar; and T. Woodward near the Inner-Temple-Gate,",1715.,1715,"[10],59,[3]p. :","ill. ;","12⁰."
"T39121","Feuquières, Antoine de Pas,","1648-1711.","Memoirs historical and military:","","London :","printed for T. Woodward, between the two Temple Gates Fleet-Street, and C. Davis, the Corner of Pater-Noster-Row,","1735-36.",1735,"2v. ;","","8⁰."
"T39459","Swift, Jonathan,","1667-1745.","Miscellanies,","","London :","printed for T. Woodward at the Half-Moon between the Temple Gates, and Charles Davis in Pater-Noster-Row,",1738.,1738,"2v. ;","","12⁰."
"T41942","Philips, Ambrose,","1674-1749.","An ode (in the manner of Pindar) on the death of the Right Honourable William, Earl Cowper.","","London :","printed for T. Woodward, J. Walthoe, and J. Peele,","MDCCXXIII. [1723]",1723,"[4],8p. ;","","2⁰."
"T42148","Welsted,","1688-1747.","Oikographia: a poem, to His Grace the Duke of Dorset. By Mr. Welsted.","","London :","printed for T. Woodward, J. Walthoe, and J. Peele,",1725.,1725,"16p. ;","","2⁰."
"T42264","Hales, Stephen,","1677-1761.","Philosophical experiments:","","London :","printed for W. Innys and R. Manby, at the West End of St. Paul's; and T. Woodward, at the Half-Moon between the Temple-Gates, in Fleet-Street,","M.DCC.XXXIX. [1739]",1739,"[4],xxx,[2],163,[9]p.,plate ;","","8⁰."
"T42341","",NULL,"A plain and succinct discourse on convulsions in general;","","London :","printed for, and sold by T. Woodward at the Half-Moon against St. Dunstan's Church in Fleetstreet, G. Strahan against the Royal-Exchange in Cornhill, and J. Peypit in Skinners-Row in Dublin,",1721.,1721,"viii,31,[1]p. ;","","8⁰."
"T42342","",NULL,"A plain and succinct discourse on convulsions in general; but more particularly in children. In which the causes and cures of them are methodically and fully explain'd. And a true and successful specifick, against that direful disease, ...","The second edition.","London :","printed for, and sold by T. Woodward, G. Strahan, and J. Peypit in Dublin,",1721.,1721,"viii,31,[1]p. ;","","8⁰."
"T43745","Guarini, Battista,","1538-1612.","Il pastor fido,","The third edition, with large additions.","London :","printed for T. Wood, in Little-Britain, and are to be sold at the Theatre in Covent-Garden,","MDCCXXXIV. [1734]",1734,"47,[1]p. ;","","8⁰."
"T44095","Wycherley, William,","1640-1716.","The posthumous works of William Wycherley Esq; in prose and verse. Faithfully publish'd from his original manuscripts, by Mr. Theobald. In two parts. To which are prefixed, Some memoirs of Mr. Wycherley's life. By Major Pack.","","London :","printed for A. Bettesworth, J. Osborn, W. Mears, W. and J. Innys, J. Peele, T. Woodward; and F. Clay,",1728.,1728,"14,80;240,[4]p. ;","","8⁰."
"T44784","",NULL,"A representation containing a vindication of Sir Humphrey Mackworth","","London :","printed by T. Wood,",1720.,1720,"[2],12,[2]p. ;","","2⁰."
"T44785","",NULL,"A representation made by a committee of seventeen persons, as well directors as others, to the Governour and Company of the Mine-Adventurers of England; containing a vindication of Sir Humphrey Mackworth, from the Many False and Scandalous Reflections cast on him before a Committee of the Honourable House of Commons, in the Year 1709, by William Waller, late Steward of the said Companies Mines. Read, Approved, and Confirmed by the said Governour and Company, at a General Court held at Stationers-Hall on Saturday the 26th Day of November 1720, Neminè Contradicente. Publish'd by order of the said General Court.","","London :","printed by T. Wood in Little-Britain,",1720.,1720,"[2],12,[2]p. ;","","2⁰."
"T47256","Kennett, White,","1660-1728.","A seasonable discourse of the rise, progress, discovery, and utter disappointment of the gun-powder treason and rebellion plotted by the Papists in 1605.","","London :","printed by T. Wood, and T. Sharpe, for John Churchill, at the Black Swan in Pater-Noster-Row,","MDCCXV. [1715]",1715,"[8],31,[1]p. ;","","4⁰."
"T47446","Metastasio, Pietro,","1698-1782.","Semiramis. Riconosciuta.","","London :","printed for T. Wood in Little-Britain, and are to be sold at the King's Theatre in the Hay-Market,","MDCCXXXIII. [1733]",1733,"71,[1]p. ;","","8⁰."
"T475181","Gay, John,","1685-1732.","Acis and Galatea,","The third edition, with several additions.","London :","printed by T. Wood in Little-Britain, and are to be sold at the Theatre in Covent-Garden,","MDCCXXXVI [1736]",1736,"31, [1] p. ;","","8⁰."
"T47696","Bearcroft, Philip,","1697-1761.","A sermon preached before the Honorable Trustees for establishing the colony of Georgia in America, and the associates of the late Reverend Dr. Bray;","","London :","printed by John Willis; and sold by T. Woodward,",1738.,1738,"[2],22,[2]p. ;","","4⁰."
"T479234","",NULL,"Israel in Egypt.","","London :","printed and sold by T. Wood, in Little-Britain, and at the Theatre Royal in Lincoln's-Inn-Fields,","MDCCXL [1740]",1740,"16 p. ;","","4⁰."
"T48021","Cibber, Colley,","1671-1757.","She wou'd, and she wou'd not:","The third edition.","London :","printed by T. Wood, and T. Sharpe, for W. Mears at the Lamb, J. Browne at the Black-Swan without Temple-Bar, and J. Woodward in Fleetstreet,",1717.,1717,"109,[3]p. :","ill. ;","12⁰."
"T49152","Russell, John,","b. 1693 or 4.","A sermon preach'd in Lambeth-Chapel, at the consecration of the Right Reverend Fathers in God, Richard, Lord Bishop of Bangor, and Joseph, Lord Bishop of Gloucester, on Sunday, December 3. 1721. By John Russell, A. M. Fellow of Merton College in Oxford; and Prebendary of the Cathedral Church of Peterborough. Publish'd by the Command of His Grace the Lord Archbishop of Canterbury.","","London :","printed by T. Wood, for J. Wyat and J. Childe, both in St. Paul's Church Yard,","MDCCXXII. [1722]",1722,"[6],33,[1]p. ;","","8⁰."
"T49214","Ramsay, John,","1664?-1724.","A sermon preach'd to the protestants of Ireland,","The third edition.","London :","printed by S. Keimer, for T. Woodward, near the Inner Temple Gate, and sold by A. Baldwin in Warwick-Lane,",1714.,1714,"24p. ;","","8⁰."
"T53935","Clarendon, Edward Hyde,","1609-1674.","A collection of several tracts","","London :","printed for T. Woodward, at the Half-Moon over-against St. Dunstan's Church in Fleetstreet, and J. Peele, at Locke's Head in Pater-Noster-Row,","MDCCXXVII. [1727]",1727,"[4],348,[3],370-770p. ;","","2⁰."
"T55481","Eminent London physician.","","General observations and prescriptions in the pratice [sic] of physick. On several persons of quality, &c. By an eminent London physician. ...","","London :","printed for W. Mears, and J. Brown; and T. Woodward,",1715.,1715,"[8],244,[4]p. ;","","8⁰."
"T57271","Bullock, Christopher,","1690?-1724.","Woman is a riddle;","","London :","printed by T. Wood and T. Sharpe, for A. Bettesworth in Pater-Noster-Row; W. Mears and J. Browne without Temple-Bar, and T. Woodward in Fleetstreet,","MDCCXVII. [1717]",1717,"vii,[1],56,83-97,[1]p. ;","","4⁰."
"T57673","Bullock, Christopher,","1690?-1724.","Woman is a riddle.","The second edition.","London :","printed for A. Bettesworth, in Pater-Noster-Row; W. Mears, without Temple-Bar; T. Woodward, in Fleet-street,","M.DCC.XXIX. [1729]",1729,"83,[1]p. :","ill ;","12⁰."
"T57683","Philips, Ambrose,","1674-1749.","Three tragedies,","","London :","printed for J. Tonson, T. Woodward, J. Walthoe, jun. and J. Peele; and sold by J. Osborn, and T. Longman,",1725.,1725,"[16],71,[1];[12],84;127,[3]p. :","ill. ;","12⁰."
"T57687","Philips, Ambrose,","1674-1749.","The briton.","The third edition.","London :","printed for T. Woodward at the Half-Moon over-against St. Dunstan's Church in Fleet-Street, J. Walthoe, Jun. over-against the Royal-Exchange in Cornhill, and J. Pelee [Peele] at Locke's Head in Pater-Noster-Row,","M.DCC.XXV. [1725]",1725,"[12],84p. ;","","12⁰."
"T57688","Philips, Ambrose,","1674-1749.","Humfrey,","The third edition.","London :","printed for T. Woodward at the Half-Moon over-against St. Dunstan's Church in Fleet-Street, J. Walthoe, jun. over-against the Royal-Exchange in Cornhill, and J. Peele at Locke's Head in Pater-Noster-Row,","M.DCC.XXV. [1725]",1725,"127,[3]p. ;","","12⁰."
"T59541","Lobb, Theophilus,","1678-1763.","A treatise of the small pox.","","London :","printed for T. Woodward, at the Half Moon near Temple-Bar; C. Davis, in Pater-Noster-Row; and sold by Mr. Green, Bookseller at Chelmsford; and Mr. Lobb, Bookseller at Bath,","MDCCXXXI. [1731]",1731,"[8],xl,[8],472,[18]p. ;","","8⁰."
"T60243","Nicolson, William,","1655-1727.","The english, Scotch and Irish historical libraries.","","London :","printed for G. Strahan, at the Golden Ball in Cornhill; W. Mears, at the Lamb on Ludgate-Hill; T. Woodward, at the Half-Moon, between the Two Temple Gates, in Fleet-Street; F. Clay, at the Bible, and D. Browne, at the Black-Swan, without Temple-Bar; C. Davis, in Pater-Noster Row; and T. Osborne, in Gray's-Inn,","M.DCC.XXXVI. [1736]",1736,"xviii,272,18;xviii,[2],148;xvi,118p. ;","","2⁰."
"T65152","Lowe, Solomon,","d. 1750.","The occasional critique: on education.","","London :","sold by S. Ballard, J. Noon, T. Woodward, and J. Pote,",1728.,1728,"[2],26,[4]p. ;","","8⁰."
"T65973","Hippisley, John,","d. 1748.","Flora; an opera.","The second edition.","London :","printed for T. Wood, in Little-Britain, and sold by most of the booksellers of London and Westminster,","MDCCXXIX. [1729]",1729,"32p.,8 plates :","engr.music ;","8⁰."
"T66107","",NULL,"An account of the establishment for relieving poor proselytes;","The fifth edition.","London :","printed by T. Wood,",1722.,1722,"36p. ;","","8⁰."
"T66840","Theobald,","1688-1744.","Vocal parts of an entertainment called Apollo and Daphne; or, the burgo-master trick'd. As performed at the Theatre-Royal in Lincoln's-Inn-Fields.","The sixth edition, with alterations and additions.","London :","printed and sold by T. Wood in Little-Britain, and at the Theatre-Royal in Lincoln's-Inn-Fields,","MDCCXXXI. [1731]",1731,"[4],15,[1]p. ;","","8⁰."
"T66841","Theobald,","1688-1744.","Vocal parts of an entertainment, called Apollo and Daphne:","","London :","printed for T. Wood, and sold at the Theatre Royal in Lincoln's-Inn-Fields,","[1726]",1726,"[4],14p. ;","","8⁰."
"T66866","Brown, William,","17th/18th cent.","A compendious and accurate treatise of fines upon writs of covenant:","The sixth edition, reviewed, corrected, and in thi","[London] :","In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer Esq;) for D. Browne, J. Walthoe, W. Mears, T. Ward, T. Woodward, F. Clay, B. Motte and T. Sanders,",1725.,1725,"[8],335,[29],30,[2]p. ;","","8⁰."
"T67024","Ramsay,","1686-1743.","The history of Henri de la Tour D'Auvergne,","","London :","printed by James Bettenham: and sold by A. Bettesworth and C. Hitch at the Red-Lion in Pater-Noster Row ; and T. Woodward at the Half Moon in Fleet-Street,","MDCCXXXV. [1735]",1735,"2v. ;","","8⁰."
"T67202","Theobald,","1688-1744.","The rape of Proserpine:","The fourth edition.","London :","printed and sold by T. Wood, and at the Theatre-Royal,",1727.,1727,"vii,[1],19,[1]p. ;","","4⁰."
"T67203","Theobald,","1688-1744.","Vocal parts of an entertainment, called Apollo and Daphne:","The fifth edition, with alterations and additions.","London :","printed for T. Wood, and sold at the Theatre-Royal in Covent-Garden,","[1734]",1734,"[2],15,[1]p. ;","","8⁰."
"T67204","Theobald,","1688-1744.","A dramatick entertainment, call'd Harlequin a sorcerer:","","London :","printed, and sold by T. Wood, at his printing-house in Little Britain, and at the Theatre Royal in Lincoln's-Inn-Fields,","[1725]",1725,"[8],15,[1]p. ;","","8⁰."
"T67583","Phillips, Edward,","fl. 1730-1740.","A new dramatic entertainment called The royal chace; or, Merlin's cave.","","London :","printed and sold by T. Wood in Little-Britain, and at the Theatre in Covent-Garden,","MDCCXXXVI. [1736]",1736,"[2],5-24p. ;","","8⁰."
"T68014","Philips, William,","d. 1734.","Belisarius.","","London :","printed, and sold by T. Woodward over-against St. Dunstan's Church in Fleetstreet ; J. Walthoe, over-against the Royal-Exchange in Cornhil ; and J. Peele, at Lock's-Head in Pater-Noster-Row,","[1724]",1724,"[16],55,[1]p. ;","","8⁰."
"T68208","Jeffreys, George,","1678-1755.","Merope.","","London :","printed: and sold by J. Roberts in Warwick-Lane, T. Cox at the Royal-Exchange, and T. Woodward in Fleet-Street,","MDCCXXXI. [1731]",1731,"[8],71,[1]p. ;","","8⁰."
"T68483","Ramsay,","1686-1743.","The travels of Cyrus.","The third edition.","London :","printed: and sold by T. Woodward: and J. Peele,",1728.,1728,"2v.,plates ;","","8⁰."
"T68540","Kennett, White,","1660-1728.","A seasonable discourse of the rise, progress, discovery, and utter disappointment of the gun-powder treason and rebellion plotted by the Papists in 1605.","The second edition.","London :","printed by T. Wood, and T. Sharpe, for John Churchill, at the Black Swan in Pater-Noster-Row,","MDCCXV. [1715]",1715,"[8],31,[1]p. ;","","4⁰."
"T69028","",NULL,"Mandane drama per musica pel Teatro di S.M.B.","","Londra :","presso T. Wood, In Windmill-Court, in West-Smithfield,","[1742]",1742,"63,[1]p. ;","","8⁰."
"T69036","Metastasio, Pietro,","1698-1782.","Temistocle drama per musica pel Teatro di S. M. B.","","Londra :","presso T. Wood,",1742.,1742,"63,[1]p. ;","","8⁰."
"T69045","Stampa, Claudio Nicolà.","","Sirbace drama per musica pel Teatro di S.M.B.","","Londra :","presso T. Wood,",1743.,1743,"63,[1]p. ;","","8⁰."
"T69046","Vanneschi, Francesco,","ca. 1660-1735.","Enrico drama per musica","","Londra :","presso T. Wood,",1742.,1742,"63,[1]p. ;","","8⁰."
"T69058","Hales, Stephen,","1677-1761.","Statical essays:","The second edition, with amendments.","London :","printed for W. Innys, at the West End of St. Paul's ; T. Woodward, at the Half-Moon over-against St. Dunstan's Church in Fleetstreet ; and J. Peele, at Locke's Head in Amen-Corner,","M,DCC,XXXI. [1731]",1731,"[6],viii,[4],376p., 19 plates ;","","8⁰."
"T69562","Caesar, Julius.","","C. Julii Cæsaris quæ extant,","Editio quinta.","Londini :","typis Gul. Strahan; impensis W. Innys, T. Woodward, A. Ward, S. Birt, C. Hitch [and 5 others in London],",1745.,1745,"vi,490,[128]p.,plates :","maps ;","8⁰."
"T7","Ryan, Lacy,","1694?-1760.","The cobler's opera.","","London :","printed for T. Wood, and sold by J. Roberts, and at the Theatre,",1729.,1729,"32,4,10p. :","engr. music ;","8⁰."
"T71122","Braccioli, Grazio.","","Orlando. Drama.","","London :","printed for T. Wood, and are to be sold at the King's Theatre in the Hay-Market,",1732.,1732,"51,[1]p. ;","","8⁰."
"T71127","Haym, Nicola Francesco","","Ottone,","","London :","printed for T. Wood, and are to be sold at the King's Theatre in the Hay-Market,",1733.,1733,"2,6,[2],7-55,[1]p. ;","","8⁰."
"T71134","Zeno, Apostolo,","1668-1750.","Caio Fabbricio drama.","","London :","printed for T. Wood, and are to be sold at the King's Theatre in the Hay-Market,",1733.,1733,"47,[1]p. ;","","8⁰."
"T71375","Nelson, William,","b. 1653.","The office and authority of a justice of peace:","","[London] :","In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for D. Browne, J. Walthoe, R. Gosling, W. Mears, T. Woodward, J. Hooke, F. Clay, J. Stephens and B. Motte,","MDCCXXVI. [1726]",1726,"[8],748,[4]p. ;","","8⁰."
"T71798","",NULL,"Ezio.","","London :","printed for T. Wood in Little-Britain, and are to be sold at the King's Theatre in the Hay-Market,","MDCCXXXII. [1732]",1732,"63,[1]p. ;","","8⁰."
"T71799","Metastasio, Pietro,","1698-1782.","Catone.","","London :","printed for T. Wood in Little-Britain, and are to be sold at the King's Theatre in the Hay-Market,","MDCCXXXII. [1732]",1732,"63,[1]p. ;","","8⁰."
"T71966","Johnson, Charles,","fl. 1724-1736.","A general history of the pyrates, from their first rise and settlement in the island of Providence, to the present time. With the remarkable actions and adventures of the two female pyrates Mary Read and Anne Bonny; contain'd in the following chapters, ... Chap.I. Of Capt. Avery. II. Of Capt. Martel. III. Of Capt. Teach. ... The fourth edition. ... By Captain Charles Johnson.","","London :","printed for, and sold by T. Woodward,","1726-[28]",1726,"2v.,plates ;","","8⁰."
"T72053","Aureli, Aurelio,","d. 1708.","Admeto,","The second edition, with many additions.","London :","printed and sold by T. Wood in Little-Britain,","MDCCXXXI. [1731]",1731,"55,[1]p. ;","","8⁰."
"T72065","Haym, Nicola Francesco","","Cajo Marzio Coriolano,","The third edition.","London :","printed for T. Wood in Little-Britain, and are to be sold at the King's Theatre in the Hay-Market,","MDCCXXXII. [1732]",1732,"55,[1]p. ;","","8⁰."
"T72275","Defoe, Daniel,","1661?-1731.","The life, and strange surprizing adventures of Robinson Crusoe;","","London :","printed for T. Woodward,",1736.,1736,"2v.,plates ;","","12⁰."
"T72277","Defoe, Daniel,","1661?-1731.","The life, and strange surprizing adventures of Robinson Crusoe,","The seventh edition, adorned with cuts. In two vol","London :","printed for W. Mears, at the Lamb without Temple-Bar, and T. Woodward, at the Half Moon over-against St. Dunstan's Church in Fleet-Street,",1726.,1726,"2v.,plates ;","","12⁰."
"T72279","Defoe, Daniel,","1661?-1731.","The life, and strange surprising adventures of Robinson Crusoe;","The ninth edition, adorn'd with cuts. In two volum","London :","printed for T. Woodward; and sold by J. Osborn, at the Golden Ball in Pater-Noster-Row,","MDCCXLVII. [1747]",1747,"2v.,plates ;","","12⁰."
"T73156","Bradley, Richard,","1688-1732.","A general treatise of husbandry and gardening;","","London :","printed for T. Woodward, at the Half-Moon over against St. Dunstan's Church in Fleetstreet, and J. Peele at Locke's Head in Pater-Noster Row,","MDCCXXVI. [1726]",1726,"2v.,plates ;","","8⁰."
"T73549","Brooke, Thomas,","1692-1757.","The perfections of God displayed in his works,","The second edition.","London :","printed for the author, by T. Wood,",1731.,1731,"32p. ;","","8⁰."
"T75683","Haywood, Eliza Fowler,","1693?-1756.","A spy on the conjurer.","","London :","printed for William Ellis, at the Queens Head in Gracechurch-Street; J. Brotherton, near the Royal-Exchange; J. Batley, in Pater-Noster-Row; T. Woodward, at Half-Moon against St. Dunstan's Church, Fleet-Street; J. Fox, in Westminster-Hall,","[1725]",1725,"[14],179,[4],180-259,[1]p. ;","","8⁰."
"T76","",NULL,"A collection of tracts,","","London :","printed for T. Woodward at the Half-Moon over-against St. Dunstan's Church Fleetstreet, and J. Peele at Locke's Head in Pater-Noster Row,","MDCCXXIX. [1729]",1729,"[4],32,41-46,[8],47-112,121-128,113-120,129-144p. ;","","8⁰."
"T78424","Simpson, Thomas,","1710-1761.","Mathematical dissertations on a variety of physical and analytical subjects. Containing, among other particulars, a demonstration of the true figure which the earth, or any planet must acquire from its rotation about an axis. ... By Thomas Simpson.","","London :","printed for T. Woodward,",1743.,1743,"viii,168p. :","ill. ;","4⁰."
"T79304","Hayes, Charles,","1678-1760.","A vindication of the history of the Septuagint from the misrepresentations of the learned Scaliger, Dupin, Dr. Hody, Dr. Prideaux, and other modern criticks.","","London :","printed for T. Woodward, at the Half-Moon, between the Two Temple-Gates in Fleet-Street,","M.DCC.XXXVI. [1736]",1736,"[2],v,[1],174,[2]p. ;","","8⁰."
"T79308","Hayes, Charles,","1678-1760.","A critical examination of the Holy Gospels according to St. Matthew and St. Luke,","","London :","printed for T. Woodward, at the Half-Moon, between the Two Temple-Gates, Fleetstreet,",1738.,1738,"xvi,144p. ;","","8⁰."
"T79449","Aulnoy,","1650 or 51-1705.","Ingenious and diverting letters of a lady's travels into Spain;","","London :","printed for J. J. and P. Knapton, D. Midwinter, A. Bettesworth & C. Hitch, J. & J. Pemberton, R. Ware, C. Rivington, A. Ward, J. Batley & T. Wood, T. Longman, and R. Hett,","MDCCXXXVI. [1735-1736]",1735,"2v.,plates ;","","12⁰."
"T81048","Hales, Stephen,","1677-1761.","Vegetable staticks:","","London :","printed for W. and J. Innys, at the West End of St. Paul's; and T. Woodward, over-against St. Dunstan's Church in Fleetstreet,","M,DCC,XXVII. [1727]",1727,"[8],ii-vii,[2],376p.,plates ;","","8⁰."
"T81343","",NULL,"The whole book of Psalms: collected into English metre,","","London :","printed by T. Wood and S. Palmer, for the Company of Stationers,","MDCCXXVI. [1726]",1726,"56p. ;","","4⁰."
"T81362","",NULL,"The whole book of Psalms: collected into English metre,","","London :","printed by T. Wood and J. Bettenham, for the Company of Stationers,","MDCCXXXVIII. [1738]",1738,"56p. ;","","4⁰."
"T81915","Tull, Jethro,","1674-1741.","The horse-Hoing husbandry:","","London :","printed for the author, and sold by G. Strahan in Cornhill; T. Woodward in Fleet-Street; A. Miller over-against St. Clement's-Church in the Strand; J. Stagg in Westminster-Hall; and J. Brindley in New-Bond-Street.,","MDCCXXXIII. [1733]",1733,"[4],x,200,[2]p.,plates ;","","2⁰."
"T82573","Nelson, William,","b. 1653.","The office and authority of a Justice of Peace:","","[London] :","In the Savoy: printed by Eliz. Nutt, and R. Gosling, (assigns of Edw. Sayer Esq;) for D. Browne, J. Walthoe, B. Tooke, W. Mears, R.Gosling, J. Hooke, T. Woodward, F. Clay, J. Peel, and J. Stephens. [and 4 others in London],","MDCCXXI. [1721]",1721,"[8],662,[2]p. ;","","8⁰."
"T82619","Ramsay,","1686-1743.","The travels of Cyrus.","","London :","printed: and sold by T. Woodward, at the Half-Moon, over-against St. Dunstan's Church, Fleetstreet: and J. Peele, at Locke's-Head in Pater-Noster-Row,","M.DCC.XXVII. [1727]",1727,"2v.,plates ;","","8⁰."
"T82621","Ramsay,","1686-1743.","The travels of Cyrus.","The fourth edition much enlarged.","London :","printed: and sold by T. Woodward, at the Half-Moon over-against St. Dunstan's Church, Fleet-Street; and J. Peele, at Locke's-Head in Pater-Noster Row,","MDCCXXX. [1730]",1730,"2v.,plates ;","","8⁰."
"T82732","",NULL,"The land-purchaser's companion:","","[London] :","In the Savoy: printed by Eliz. Nutt and R. Gosling, (assigns of Edward Sayer, Esq;) for W. Mears, T. Woodward, and T. Jauncy,",1720.,1720,"xi,[1],283,[17]p. ;","","12⁰."
"T83566","Nelson, William,","b. 1653.","The office and authority of a Justice of Peace:","","[London] :","In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for J. Walthoe, R. Gosling,, W. Mears, T. Woodward, J. Hooke, F. Clay, J. Stephens, B. and C. Motte, and D. Browne. [and 4 others in London],","MDCCXXIX. [1729]",1729,"[2],iv,756p. ;","","8⁰."
"T85135","Crowe, William,","d. 1743.","A sermon preach'd before the Right Honourable the Lord Mayor, the Aldermen and citizens of London, at the cathedral church of St. Paul, on November the fifth, 1734. Being the anniversary thanksgiving-day for the deliverance from the Gun-powder treason, and for the happy arrival of King William III. By William Crowe, ...","","London :","printed for T. Woodward,",1734.,1734,"[4],16p. ;","","4⁰."
"T86503","Rogers, John,","1679-1729.","A sermon preached before the Corporation for the Relief of the Poor Widows and Children of Clergy-Men,","The third edition.","London :","printed for T. Woodward, within Temple-Bar,",1719.,1719,"[4],27,[1],6,[2]p. ;","","8⁰."
"T86623","Rogers, John,","1679-1729.","A discourse of the visible and invisible church of Christ.","The fifth edition, corrected.","London :","printed for T. Woodward, at the Half-Moon between the Two Temple-Gates, Fleet-Street,","MDCCXXXVIII. [1738]",1738,"154,[2]p. ;","","8⁰."
"T86624","Rogers, John,","1679-1729.","A review of A discourse of the visible and invisible Church of Christ.","The third edition.","London :","printed for T. Woodward, at the Half-Moon between the Two Temple-Gates, Fleet-Street,","MDCCXXXVIII. [1738]",1738,"xii,361,[7]p. ;","","8⁰."
"T86802","Morgan, Thomas,","d. 1743.","The mechanical practice of physick: in which the specifick method is examin'd and exploded; and the Bellinian hypothesis of animal secretion and muscular motion, consider'd and refuted. With some occasional remarks and scholia on Dr. Lobb's Treatise of the small pox, Dr. Robinson on the animal oeconomy, and Professor Boerhaave's Account of the animal spirits and muscular motion. By T. Morgan, M.D.","","London :","printed for T. Woodward, at the Half Moon, between the two Temple-Gates, Fleetstreet,","M.DCC.XXXV. [1735]",1735,"xvi,362,[6]p. ;","","8⁰."
"T86829","Acherley, Roger,","1665?-1740.","The britannic constitution:","","London :","printed for A. Bettesworth, J. Osborn, and T. Longman, in Pater-Noster-Row; W. and J. Innys, in St. Paul's Church-Yard; W. Mears, and D. Browne, without Temple-Bar; J. Stevens, and T. Woodward, in Fleetstreet; R. Ford, in the Poultry; E. Symon, the Corner of Pope's Head Alley, in Cornhill; J. Stagg, in Westminster Hall; and S. Billingsley, in Chancery Lane,","M.DCC.XXVII. [1727]",1727,"vii,[1],5-695,[11]p. ;","","2⁰."
"T87650","Atterbury, Francis,","1662-1732.","Sermons and discourses on several subjects and occasions.","The fourth edition.","London :","printed for T. Woodward, at the Half-Moon between the Two Temple-Gates, Fleet-Street, and C. Davis, in Paternoster-Row,","MDCCXXXV. [1735]",1735,"2v.,plate :","port. ;","8⁰."
"T87651","Atterbury, Francis,","1662-1732.","Sermons and discourses on several subjects and occasions.","The fifth edition.","London :","printed for T. Woodward, at the Half-Moon between the Temple-Gates, Fleet-Street, and C. Davis, in Paternoster-Row,","MDCCXL. [1740]",1740,"2v.,plate :","port. ;","8⁰."
"T87652","Atterbury, Francis,","1662-1732.","Sermons and discourses on several subjects and occasions.","The second edition.","London :","printed for T. Woodward, at the Half-Moon between the Temple-Gates, and C. Davis in Pater noster Row,","MDCCXXXVII. [1737]",1737,"v.3,4 ;","","8⁰."
"T88586","Ray, John,","1627-1705.","A compleat collection of English proverbs;","The third edition, augmented with many hundreds of","London :","printed by J. Hughs, near Lincoln's-Inn-Field: for J. Torbuck, in Clare-Court, Drury-Lane; O. Payne, at Horace's Head, and T. Woodman, at Camden's Head, both in New-Round-Court, in the Strand,",1737.,1737,"viii,319,[1],150,[2]p. ;","","8⁰."
"T88838","",NULL,"The whole book of Psalms, collected into English metre,","","London :","printed by T. Wood and H. Woodfall, jun. for the Company of Stationers,",1746.,1746,"[96]p. ;","","12⁰."
"T88839","",NULL,"The whole book of Psalms, collected into English metre,","","London :","printed by T. Wood and H. Woodfall, jun. for the Company of Stationers,",1745.,1745,"[No pagination provided] ;","","12⁰."
"T88862","",NULL,"The whole book of Psalms: collected into English metre,","","London :","printed by T. Wood and S. Palmer, for the Company of Stationers,",1723.,1723,"42,[2]p. ;","","2⁰."
"T90365","",NULL,"The whole book of Psalms: collected into English metre,","","London :","printed by T. Wood and E. Palmer for the Company of Stationers,",1732.,1732,"56p. ;","","4⁰."
